Price,URL,Type,Location,Bedrooms,Bathrooms,Parking Spaces,Erf Size,Floor Size
1399950,https://www.property24.com/for-sale/matroosfontein/cape-town/western-cape/8154/115168295,3 Bedroom House,Matroosfontein,3,2,5,469,
1195000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/114972959,1 Bedroom Apartment,Plumstead,1,1,1,,47
1350000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/115153292,2 Bedroom Apartment,Kenilworth,2,1,2,,79
1499000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115007036,1 Bedroom Apartment,Cape Town City Centre,1,1,1,,54
625000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115074591,1 Bedroom Apartment,Maitland,1,1,1,,33
1350000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/115195306,3 Bedroom House,Athlone,3,1,4,520,
1050000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114897334,2 Bedroom Apartment,Wynberg,2,1,1,,82
980000,https://www.property24.com/for-sale/bishop-lavis/cape-town/western-cape/8121/115178552,2 Bedroom House,Bishop Lavis,2,1,,600,
1399000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114970027,3 Bedroom House,Belhar,3,1,4,230,
650000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/115184903,2 Bedroom House,Bonteheuwel,2,1.5,,177,
899000,https://www.property24.com/for-sale/retreat/cape-town/western-cape/9034/115207231,3 Bedroom House,Retreat,3,1,2,185,
1000000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115134984,2 Bedroom House,Woodstock,2,1,1,45,
800000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115134889,2 Bedroom Apartment,Wynberg,2,1,,,56
1100000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/115142924,Vacant Land,Grassy Park,,,,593,
550000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/115218494,2 Bedroom House,Philippi,2,1,4,195,
920000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115028811,1 Bedroom Apartment,Wynberg,1,1,1,,65
800000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/115134982,Apartment,Mowbray,,,,,33
1495000,https://www.property24.com/for-sale/steenberg/cape-town/western-cape/9040/115167726,4 Bedroom House,Steenberg,4,1,5,,
850000,https://www.property24.com/for-sale/hazendal/cape-town/western-cape/8717/115110151,4 Bedroom House,Hazendal,4,2,4,100,
1200000,https://www.property24.com/for-sale/westlake/cape-town/western-cape/11740/115172295,Commercial Property,Westlake,,,,,49
1000000,https://www.property24.com/for-sale/browns-farm/cape-town/western-cape/16526/115014396,3 Bedroom House,Browns Farm,3,1,4,356,
800000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115134935,1 Bedroom Apartment,Wynberg,1,1,,,50
1195000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/115138961,1 Bedroom House,Mowbray,1,1,,74,
995000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115136727,2 Bedroom Apartment,Plumstead,2,2,1,,91
1400000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115221922,1 Bedroom Apartment,Observatory,1,1,1,58,
1495000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/109963000,1 Bedroom Apartment,Claremont,1,1,1,,53
1399000,https://www.property24.com/for-sale/vredehoek/cape-town/western-cape/9166/115182371,1 Bedroom Apartment,Vredehoek,1,1,1,,49
250000,https://www.property24.com/for-sale/seawinds/cape-town/western-cape/10180/115186809,Vacant Land,Seawinds,,,,201,
1250000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/115146038,2 Bedroom Apartment,Ottery,2,1,1,,61
905000,https://www.property24.com/for-sale/mouille-point/cape-town/western-cape/11018/115170282,0.5 Bedroom Apartment,Mouille Point,0.5,1,,,38
995000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115080882,Apartment,Woodstock,,1,,,28
1250000,https://www.property24.com/for-sale/wynberg-upper/cape-town/western-cape/10102/115183017,1 Bedroom Apartment,Wynberg Upper,1,1,2,,45
940000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/115093884,2 Bedroom Apartment,Thornton,2,1,2,,58
995000,https://www.property24.com/for-sale/bridgetown/cape-town/western-cape/8723/115218576,2 Bedroom House,Bridgetown,2,1,1,417,
680000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/114973952,3 Bedroom House,Bonteheuwel,3,1,1,311,
1000000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115125689,2 Bedroom Apartment,Wynberg,2,1,2,,76
905000,https://www.property24.com/for-sale/mouille-point/cape-town/western-cape/11018/114912774,0.5 Bedroom Apartment,Mouille Point,0.5,1,,,38
945000,https://www.property24.com/for-sale/ottery-east/cape-town/western-cape/16453/115168672,Apartment,Ottery East,,,,,45
995000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/115207313,2 Bedroom Apartment,Lansdowne,2,1,1,70,
1395000,https://www.property24.com/for-sale/claremont/cape-town/western-cape/11741/114874037,2 Bedroom Apartment,Claremont,2,1,,,71
750000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115033275,2 Bedroom Apartment,Wynberg,2,1,1,,68
1500000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115156903,1 Bedroom Apartment,Cape Town City Centre,1,1,1,,50
950000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114909145,1 Bedroom Apartment,Zonnebloem,1,1,1,,61
1150000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115118412,1 Bedroom Apartment,Woodstock,1,1,1,,59
995000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/114890510,1 Bedroom Apartment,Kenilworth,1,1,1,,41
1390000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/114980537,3 Bedroom Apartment,Zonnebloem,3,1,2,,74
444000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115080494,Apartment,Wynberg,,1,1,,30
850000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/110959822,2 Bedroom Apartment,Wynberg,2,1,1,,56
875000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/115220381,2 Bedroom Apartment,Muizenberg,2,1,1,,4
1070000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/115119587,2 Bedroom Apartment,Pinelands,2,1,1,,55
1250000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115103364,1 Bedroom House,Plumstead,1,1,4,211,
1300000,https://www.property24.com/for-sale/rosebank/cape-town/western-cape/8683/114965132,1 Bedroom Apartment,Rosebank,1,1,1,,48
549000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115223703,2 Bedroom House,Pelican Park,2,1,4,132,
950000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/115022349,2 Bedroom Apartment,Muizenberg,2,1,1,,50
1195000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115174144,Apartment,Observatory,,1,1,,45
850000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114931950,2 Bedroom Apartment,Wynberg,2,1,1,,56
949999,https://www.property24.com/for-sale/bridgetown/cape-town/western-cape/8723/115169499,2 Bedroom Apartment,Bridgetown,2,2,1,,62
1395000,https://www.property24.com/for-sale/pinelands/cape-town/western-cape/8017/115010587,1 Bedroom Apartment,Pinelands,1,1,1,,36
660000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115147169,2 Bedroom Apartment,Belhar,2,1,1,,40
650000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115059819,2 Bedroom House,Pelican Park,2,1,2,84,
1150000,https://www.property24.com/for-sale/silvertown/cape-town/western-cape/8731/115172996,2 Bedroom House,Silvertown,2,1,,299,
1100000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114850907,2 Bedroom Apartment,Muizenberg,2,1,1,,54
1200000,https://www.property24.com/for-sale/kenilworth/cape-town/western-cape/8669/115151563,1 Bedroom Apartment,Kenilworth,1,1,1,,56
1290000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115121257,0.5 Bedroom Apartment,Woodstock,0.5,1,,,24
1290000,https://www.property24.com/for-sale/lotus-river/cape-town/western-cape/10212/115026212,5 Bedroom House,Lotus River,5,2,4,446,
875000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/114866093,2 Bedroom Apartment,Muizenberg,2,1,,,45
380000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/115035653,1 Bedroom Apartment,Wynberg,1,1,1,,30
1250000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115201320,1 Bedroom Apartment,Woodstock,1,1,1,,41
1500000,https://www.property24.com/for-sale/plumstead/cape-town/western-cape/10094/115103547,2 Bedroom House,Plumstead,2,1,4,239,
1350000,https://www.property24.com/for-sale/newlands/cape-town/western-cape/8679/115107677,0.5 Bedroom Apartment,Newlands,0.5,1,1,,51
870000,https://www.property24.com/for-sale/capricorn/cape-town/western-cape/12788/115210768,2 Bedroom Apartment,Capricorn,2,1,1,,45
1450000,https://www.property24.com/for-sale/capricorn/cape-town/western-cape/12788/114946312,2 Bedroom Townhouse,Capricorn,2,1,2,271,
1295000,https://www.property24.com/for-sale/ottery-east/cape-town/western-cape/16453/115100458,2 Bedroom Apartment,Ottery East,2,2,1,,51
670000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115194920,2 Bedroom Apartment,Maitland,2,1,1,,53
745000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115181191,2 Bedroom House,Pelican Park,2,1,3,159,
1290000,https://www.property24.com/for-sale/lotus-river/cape-town/western-cape/10212/115103308,5 Bedroom House,Lotus River,5,2,4,446,
1495000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/114944418,1 Bedroom Apartment,Woodstock,1,1,1,,61
580000,https://www.property24.com/for-sale/bonteheuwel/cape-town/western-cape/8739/115173884,1 Bedroom House,Bonteheuwel,1,1,6,275,
1195000,https://www.property24.com/for-sale/rondebosch/cape-town/western-cape/8682/114946171,0.5 Bedroom Apartment,Rondebosch,0.5,1,1,,39
950000,https://www.property24.com/for-sale/costa-da-gama/cape-town/western-cape/13856/115112670,2 Bedroom Apartment,Costa Da Gama,2,1,1,,45
770000,https://www.property24.com/for-sale/adriaanse/cape-town/western-cape/8128/115186021,3 Bedroom House,Adriaanse,3,1,,251,
1280000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115210758,3 Bedroom House,Belhar,3,2,1,,
875000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/115116262,1 Bedroom Apartment,Salt River,1,1,1,,42
1395000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/115208524,3 Bedroom House,Athlone,3,2,4,222,
660000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/114992367,2 Bedroom Apartment,Belhar,2,1,,,38
850000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115116108,3 Bedroom Apartment,Maitland,3,1,1,,66
1145000,https://www.property24.com/for-sale/claremont-upper/cape-town/western-cape/14225/115099122,1 Bedroom Apartment,Claremont Upper,1,1,1,,36
1000000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/115170663,Vacant Land,Philippi,,,,1,
950000,https://www.property24.com/for-sale/muizenberg/cape-town/western-cape/9025/115134226,2 Bedroom Apartment,Muizenberg,2,1,1,,45
1250000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/115222252,3 Bedroom House,Kensington,3,1,2,,
1199000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115066758,3 Bedroom House,Pelican Park,3,2,4,290,
1100000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115224273,House,Maitland,,,,486,
1495000,https://www.property24.com/for-sale/ottery/cape-town/western-cape/10090/115140731,2 Bedroom House,Ottery,2,2,3,230,
1495000,https://www.property24.com/for-sale/athlone/cape-town/western-cape/8734/115168056,3 Bedroom House,Athlone,3,1,3,238,
1250000,https://www.property24.com/for-sale/belhar/cape-town/western-cape/8132/115031493,3 Bedroom House,Belhar,3,1,2,310,
1345000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115124714,6 Bedroom House,Pelican Park,6,2,2,200,
599000,https://www.property24.com/for-sale/heideveld/cape-town/western-cape/8726/115165519,1 Bedroom House,Heideveld,1,1,3,109,
720000,https://www.property24.com/for-sale/lavender-hill/cape-town/western-cape/10211/115132328,4 Bedroom House,Lavender Hill,4,1,2,225,
1295000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/115153000,2 Bedroom Townhouse,Thornton,2,1,1,87,
880000,https://www.property24.com/for-sale/thornton/cape-town/western-cape/8112/115099539,2 Bedroom Apartment,Thornton,2,1,1,,70
895000,https://www.property24.com/for-sale/southfield/cape-town/western-cape/10096/115179462,2 Bedroom Apartment,Southfield,2,1,,,43
1349500,https://www.property24.com/for-sale/welcome/cape-town/western-cape/8771/115089692,3 Bedroom Townhouse,Welcome,3,1.5,1,188,
1050000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/115165274,2 Bedroom Apartment,Lansdowne,2,1,1,70,
340000,https://www.property24.com/for-sale/claremont-upper/cape-town/western-cape/14225/115222446,2 Bedroom House,Greenville Garden City,2,1,1,136,
850000,https://www.property24.com/for-sale/lotus-river/cape-town/western-cape/10212/115191550,Vacant Land,Lotus River,,,,512,
299000,https://www.property24.com/for-sale/crossroads/cape-town/western-cape/8741/115133764,2 Bedroom House,Crossroads,2,1,2,84,
799000,https://www.property24.com/for-sale/ocean-view/cape-town/western-cape/9069/115033239?plId=1829753&amp;plt=4,4 Bedroom House,Ocean View,4,1,3,184,
1495000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115015600,Apartment,Cape Town City Centre,,1,1,,38
1195000,https://www.property24.com/for-sale/heideveld/cape-town/western-cape/8726/115200819,2 Bedroom House,Heideveld,2,1,2,,
1390000,https://www.property24.com/for-sale/mowbray/cape-town/western-cape/8677/114958449,2 Bedroom Apartment,Mowbray,2,2,1,,70
950000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/114978590,1 Bedroom Apartment,Zonnebloem,1,1,1,,41
1495000,https://www.property24.com/for-sale/bo-kaap/cape-town/western-cape/9136/115139810,3 Bedroom Apartment,Bo Kaap,3,1,,,93
360000,https://www.property24.com/for-sale/wynberg/cape-town/western-cape/10109/114940320,0.5 Bedroom Apartment,Wynberg,0.5,1,1,,31
1495000,https://www.property24.com/for-sale/bo-kaap/cape-town/western-cape/9136/115203104,3 Bedroom Apartment,Bo Kaap,3,1,,,93
1445000,https://www.property24.com/for-sale/salt-river/cape-town/western-cape/10158/115088160,1 Bedroom Apartment,Salt River,1,1,1,,72
670000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/115101226,2 Bedroom Apartment,Grassy Park,2,1,1,,47
895000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/115213982,1 Bedroom House,Pelican Park,1,1,3,171,
1350000,https://www.property24.com/for-sale/grassy-park/cape-town/western-cape/10204/115088145,5 Bedroom House,Grassy Park,5,3,5,450,
1295000,https://www.property24.com/for-sale/claremont-village/cape-town/western-cape/33567/114912119,2 Bedroom Apartment,Claremont Village,2,1,1,,77
1150000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115080795,1 Bedroom Apartment,Woodstock,1,1,1,,59
960000,https://www.property24.com/for-sale/wetton/cape-town/western-cape/8812/115107525,2 Bedroom Apartment,Wetton,2,1,1,,
395000,https://www.property24.com/for-sale/lavender-hill/cape-town/western-cape/10211/115217850,2 Bedroom House,Lavender Hill,2,1,2,163,
1095000,https://www.property24.com/for-sale/southfield/cape-town/western-cape/10096/115125857,2 Bedroom Apartment,Southfield,2,1,1,,52
1250000,https://www.property24.com/for-sale/pelican-park/cape-town/western-cape/9029/114869892,2 Bedroom House,Pelican Park,2,1,3,240,
899000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115157795,2 Bedroom Apartment,Maitland,2,1,1,,
1500000,https://www.property24.com/for-sale/observatory/cape-town/western-cape/10157/115093342,1 Bedroom Apartment,Observatory,1,1,1,,49
1499000,https://www.property24.com/for-sale/schaapkraal/cape-town/western-cape/12527/114967089,Vacant Land,Schaapkraal,,,,4,
1275000,https://www.property24.com/for-sale/heathfield/cape-town/western-cape/10207/115018957,2 Bedroom Apartment,Heathfield,2,1,1,,53
1100000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/115187112,2 Bedroom Apartment,Zonnebloem,2,1,,,61
1300000,https://www.property24.com/for-sale/cape-town-city-centre/cape-town/western-cape/9138/115075372,0.5 Bedroom Apartment,Cape Town City Centre,0.5,1,1,,38
350000,https://www.property24.com/for-sale/philippi/cape-town/western-cape/8818/115160711,2 Bedroom House,Philippi,2,1,1,120,
1150000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115226485,1 Bedroom Apartment,Woodstock,1,1,1,,59
1385000,https://www.property24.com/for-sale/woodstock/cape-town/western-cape/10164/115090524,1 Bedroom Apartment,Woodstock,1,1,1,,54
1200000,https://www.property24.com/for-sale/zonnebloem/cape-town/western-cape/10166/113108763,1 Bedroom Apartment,Zonnebloem,1,1,1,,43
1500000,https://www.property24.com/for-sale/maitland/cape-town/western-cape/9153/115224098,House,Maitland,,,,673,
1495000,https://www.property24.com/for-sale/kensington/cape-town/western-cape/8010/115213674,4 Bedroom House,Kensington,4,2,1,271,
1250000,https://www.property24.com/for-sale/lansdowne/cape-town/western-cape/8778/114925095,2 Bedroom Apartment,Lansdowne,2,1,1,,57
